Index;DOI;Titre;Auteur(s);Type d’article;Année;Type de critère (qualité, performance, culturel, etc.);Terme original (EN);Critère d’évaluation (FR);Définition du critère;Type du critère (Métrique, Capacité ou Mixte);Type de source / Méthodo;Type de contribution (modèle, framework, métrique, retour terrain);Etude terrain ? (Oui/Non);Interprétation stratégique / objectif  / valeur recommandée pour/ du critère (si disponible);Impact reconnu dans la littérature (si disponible);Localisation (section / figure);Inclus dans la synthèse ? (Par défaut, Oui);Apports et limites du critère (fréquence, applicabilité, terrain, remarques);ID de la métrique dans l’article
;10.1002/smr.2323;Readiness model for DevOps implementation in software organizations;Rafi et al.;journalArticle;2021;culturel;Building trust and share values and goals;Créer de la confiance et partager les objectifs;;Capacité;SLR, Questionnaire;Retour terrain validé par enquête;Oui;;;;;;
;10.1002/smr.2323;Readiness model for DevOps implementation in software organizations;Rafi et al.;journalArticle;2021;sécurité;Adopt Threat modeling and risk assessment methods for DevOps;Adopter le threat modeling et l’évaluation des risques en DevOps;;Capacité;SLR, Questionnaire;Retour terrain validé par enquête;Oui;;;;;;
;10.1002/smr.2323;Readiness model for DevOps implementation in software organizations;Rafi et al.;journalArticle;2021;qualité;Standard depth to support granularity levels to check quality of software;Profondeur standardisée pour vérifier la granularité de la qualité logicielle;;Indéfini;SLR, Questionnaire;Retour terrain validé par enquête;Oui;;;;;;
;10.1002/smr.2323;Readiness model for DevOps implementation in software organizations;Rafi et al.;journalArticle;2021;performance;Measure key performance metrics in CI, test and Ops;Mesurer les métriques de performance clés en CI, test et Ops;;Métrique;SLR, Questionnaire;Retour terrain validé par enquête;Oui;;;;;;
;10.1002/smr.2323;Readiness model for DevOps implementation in software organizations;Rafi et al.;journalArticle;2021;technique;Small independent deployment units vertical layering;Unités de déploiement indépendantes en couches verticales;;Capacité;SLR, Questionnaire;Retour terrain validé par enquête;Oui;;;;;;
;10.1002/smr.2323;Readiness model for DevOps implementation in software organizations;Rafi et al.;journalArticle;2021;technique;A/B testing, Canary releasing for quality testing;Tests A/B, déploiements Canary pour tester la qualité;;Capacité;SLR, Questionnaire;Retour terrain validé par enquête;Oui;;;;;;
;10.1002/smr.2323;Readiness model for DevOps implementation in software organizations;Rafi et al.;journalArticle;2021;organisationnel;Shared code of conduct, formal roles assignment, and clear processes;Code de conduite partagé, rôles formels et processus clairs;;Capacité;SLR, Questionnaire;Retour terrain validé par enquête;Oui;;;;;;
;10.1002/smr.2323;Readiness model for DevOps implementation in software organizations;Rafi et al.;journalArticle;2021;culturel;Direct interaction of developer with field;Interaction directe des développeurs avec le terrain;;Capacité;SLR, Questionnaire;Retour terrain validé par enquête;Oui;;;;;;
;10.1002/smr.2323;Readiness model for DevOps implementation in software organizations;Rafi et al.;journalArticle;2021;culturel;Implementing knowledge of DevOps practically;Mise en pratique concrète des connaissances DevOps;;Capacité;SLR, Questionnaire;Retour terrain validé par enquête;Oui;;;;;;
;10.1002/smr.2323;Readiness model for DevOps implementation in software organizations;Rafi et al.;journalArticle;2021;organisationnel;Proper communication channel for team to give feedback;Canal de communication approprié pour le feedback des équipes;;Capacité;SLR, Questionnaire;Retour terrain validé par enquête;Oui;;;;;;
;10.1002/smr.2323;Readiness model for DevOps implementation in software organizations;Rafi et al.;journalArticle;2021;culturel;Close collaboration contributes to tech transfer among team;Collaboration étroite favorisant le transfert de compétences;;Capacité;SLR, Questionnaire;Retour terrain validé par enquête;Oui;;;;;;
;10.1002/smr.2323;Readiness model for DevOps implementation in software organizations;Rafi et al.;journalArticle;2021;organisationnel;Reskill employees for the new manner of working;Requalifier les collaborateurs pour les nouveaux modes de travail;;Capacité;SLR, Questionnaire;Retour terrain validé par enquête;Oui;;;;;;
A10;10.1002/smr.2323;Readiness model for DevOps implementation in software organizations;Rafi et al.;journalArticle;2021;sécurité;Level Feature flags to prevent customer execution;Utiliser des feature flags pour éviter des exécutions non contrôlées chez les clients;;Capacité;SLR, Questionnaire;Retour terrain validé par enquête;Oui;;;;;;
A11;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;culturel;Intrapreneurship;Intrapreneuriat;L’équipe dispose de processus et de structures pour permettre à ses membres de remplir les activités métier afin de rester pertinents pour les clients.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;culturel;Continuous improvement;Amélioration continue;L’équipe dispose de processus et de structures pour créer une culture tournée vers l’amélioration continue, centrée sur le feedback et la communication.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;culturel;Self-empowerment;Autonomisation;L’équipe dispose de processus et de structures pour permettre à ses membres de fonctionner de manière indépendante sans intervention managériale.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;technique;Continuous software engineering;Ingénierie logicielle en continu;L’équipe dispose de processus et de structures pour permettre la livraison continue de logiciels de haute qualité.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;technique;Infrastructure & configuration management;Gestion de l’infrastructure et des configurations;L’équipe dispose de processus et de structures pour garantir que l’infrastructure nécessaire est disponible et que les configurations sont correctement appliquées.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;technique;Artifact management;Gestion des artefacts;L’équipe dispose de processus et de structures pour garantir que les artefacts sont stockés et versionnés dans un référentiel.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;technique;Architecture management;Gestion de l’architecture;L’équipe dispose de processus et de structures pour garantir que l’architecture est maintenue modulaire et flexible.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;sécurité;Security & access management;Gestion de la sécurité et des accès;L’équipe dispose de processus et de structures pour garantir que les applications respectent les exigences de conformité et ne peuvent être accessibles que par des personnes autorisées.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;organisationnel;Lean process management;Gestion lean des processus;L’équipe dispose d’un processus ou d’un cadre de gestion du flux de travail fonctionnel à travers toutes les phases DevOps.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;organisationnel;Change & operations management;Gestion des changements et des opérations;L’équipe dispose de processus et de structures pour gérer les changements suggérés et les opérations DevOps quotidiennes.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;organisationnel;Continuous planning;Planification continue;L’équipe dispose d’un processus de planification flexible et structuré en mesure de s’adapter en continu aux besoins métier.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;qualité;Customer-centric design;Conception centrée sur le client;L’équipe dispose de processus et de structures ciblant directement les besoins clients, tout en alignant la conception sur les objectifs business.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;qualité;Requirement management;Gestion des exigences;L’équipe dispose de processus et de structures pour gérer les spécifications fonctionnelles et non-fonctionnelles, ainsi que leur priorisation.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;performance;End-user monitoring & feedback;Supervision et retours des utilisateurs finaux;L’équipe dispose de processus et de structures pour être informée de la manière dont les utilisateurs perçoivent et interagissent avec le produit, ainsi que de leurs besoins.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;performance;System monitoring & documentation;Supervision des systèmes et documentation;L’équipe dispose de processus et de structures pour surveiller et documenter les systèmes internes, dans le but d’en évaluer les performances.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;culturel;Knowledge sharing;Partage des connaissances;L’équipe dispose de processus et de structures pour garantir que les connaissances et compétences sont équitablement distribuées et partagées tout au long de l’équipe.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
A11;10.1007/978-3-031-08169-9_10;Design and Validation of a Capability Measurement Instrument for DevOps Teams;Plant et al.;conferencePaper;2022;culturel;Team collaboration;Collaboration en équipe;L’équipe dispose de processus et de structures pour assurer un alignement régulier entre les membres de l’équipe et avec les autres équipes de l’organisation.;Capacité;SLR, Design Science, PAR;Modèle de mesure de capacités DevOps;Oui;;;;;;
A12;https://aisel.aisnet.org/ecis2018_rp/123;Are You Ready for DevOps? Required Skill Set for DevOps Teams;Wiedemann & Wiesche;journalArticle;2018;technique;Full-stack development skills;Compétences en développement full-stack;Capacité à couvrir l'ensemble de la pile logicielle, en lien avec la responsabilité complète du cycle de livraison. Exemples : compréhension de l'architecture logicielle, maîtrise de l'intégration continue, construction de plateformes.;Capacité;Revue, Interview, Sondage;Cadre de compétences;Oui;;;;;;
;https://aisel.aisnet.org/ecis2018_rp/123;Are You Ready for DevOps? Required Skill Set for DevOps Teams;Wiedemann & Wiesche;journalArticle;2018;performance;Analysis skills;Compétences analytiques;Capacité à superviser, analyser et résoudre les problèmes techniques de manière approfondie. Exemples : surveillance du système, analyse de code et réseau, abstraction des problèmes.;Capacité;Revue, Interview, Sondage;Cadre de compétences;Oui;;;;;;
;https://aisel.aisnet.org/ecis2018_rp/123;Are You Ready for DevOps? Required Skill Set for DevOps Teams;Wiedemann & Wiesche;journalArticle;2018;organisationnel;Functional skills;Compétences fonctionnelles;Capacité à comprendre les processus métier et techniques, et à accompagner les clients sur les enjeux temps/budget. Exemples : compréhension des exigences, mode de travail structuré, conception de solutions client.;Capacité;Revue, Interview, Sondage;Cadre de compétences;Oui;;;;;;
;https://aisel.aisnet.org/ecis2018_rp/123;Are You Ready for DevOps? Required Skill Set for DevOps Teams;Wiedemann & Wiesche;journalArticle;2018;culturel;Decision-making skills;Compétences en prise de décision;Capacité à prendre des décisions rapidement, assumer la responsabilité et favoriser l’auto-organisation. Exemples : prise de responsabilité, rapidité de décision, autonomie d’équipe.;Capacité;Revue, Interview, Sondage;Cadre de compétences;Oui;;;;;;
;https://aisel.aisnet.org/ecis2018_rp/123;Are You Ready for DevOps? Required Skill Set for DevOps Teams;Wiedemann & Wiesche;journalArticle;2018;culturel;Social skills;Compétences sociales;Capacité à interagir efficacement au sein de l’équipe et avec le client, en favorisant la collaboration. Exemples : communication adaptée, feedback, apprentissage collectif.;Capacité;Revue, Interview, Sondage;Cadre de compétences;Oui;;;;;;
;https://aisel.aisnet.org/ecis2018_rp/123;Are You Ready for DevOps? Required Skill Set for DevOps Teams;Wiedemann & Wiesche;journalArticle;2018;technique;Testing skills;Compétences en test;Capacité à garantir que les fonctionnalités livrées répondent aux exigences via des tests adaptés. Exemples : automatisation des tests, compréhension des outils de gestion de tests.;Capacité;Revue, Interview, Sondage;Cadre de compétences;Oui;;;;;;
A12;https://aisel.aisnet.org/ecis2018_rp/123;Are You Ready for DevOps? Required Skill Set for DevOps Teams;Wiedemann & Wiesche;journalArticle;2018;organisationnel;Advisory skills;Compétences de conseil;Capacité à comprendre et respecter les accords de service pour améliorer la collaboration. Exemples : compréhension des SLA, prise en compte des impacts business, conformité aux accords.;Capacité;Revue, Interview, Sondage;Cadre de compétences;Oui;;;;;;
A13;10.1016/j.infsof.2023.107150;DevOps critical success factors — A systematic literature review;Azad & Hyrynsalmi;journalArticle;2023;technique;Integration;Intégration;Capacité à intégrer les outils et processus DevOps de manière cohérente, afin d’assurer une fluidité entre développement, tests, livraison et production. Inclut la mise en place de pipelines CI/CD, l’intégration des outils de test et de déploiement.;Capacité;SLR;Framework de facteurs de succès (CSF);Non;;;;;;
;10.1016/j.infsof.2023.107150;DevOps critical success factors — A systematic literature review;Azad & Hyrynsalmi;journalArticle;2023;culturel;Team dynamics;Dynamique d’équipe;Capacité à maintenir une communication efficace, une confiance mutuelle et une collaboration entre les membres d’équipes pluridisciplinaires. Observé : fusion Dev/QA/Ops partielle, gestion conjointe des environnements, partages de responsabilités.;Capacité;SLR;Framework de facteurs de succès (CSF);Non;;;;;;
;10.1016/j.infsof.2023.107150;DevOps critical success factors — A systematic literature review;Azad & Hyrynsalmi;journalArticle;2023;organisationnel;Strategic planning;Planification stratégique;Capacité de l’organisation à planifier le DevOps à long terme, avec vision claire, alignement IT/business, et arbitrage sur les ressources et délais. Observé : coordination produit/technique sur les livrables, alignement continu entre objectifs IT et métier.;Capacité;SLR;Framework de facteurs de succès (CSF);Non;;;;;;
;10.1016/j.infsof.2023.107150;DevOps critical success factors — A systematic literature review;Azad & Hyrynsalmi;journalArticle;2023;qualité;Customer orientation;Orientation client;Capacité à intégrer les retours utilisateurs et exigences métier dans les pratiques DevOps. Cela inclut des boucles de feedback, des indicateurs de satisfaction, et l’adaptation continue des livrables.;Capacité;SLR;Framework de facteurs de succès (CSF);Non;;;;;;
;10.1016/j.infsof.2023.107150;DevOps critical success factors — A systematic literature review;Azad & Hyrynsalmi;journalArticle;2023;technique;Automation;Automatisation;Capacité à automatiser les étapes du cycle de vie logiciel pour fiabiliser et accélérer les livraisons. Inclut l’automatisation des tests, des déploiements, et la configuration continue.;Capacité;SLR;Framework de facteurs de succès (CSF);Non;;;;;;
;10.1016/j.infsof.2023.107150;DevOps critical success factors — A systematic literature review;Azad & Hyrynsalmi;journalArticle;2023;culturel;Learning organization;Organisation apprenante;Capacité à capitaliser sur les erreurs, partager les apprentissages, et documenter les pratiques. Observé : post-mortems, pair learning, documentation d’incidents.;Capacité;SLR;Framework de facteurs de succès (CSF);Non;;;;;;
;10.1016/j.infsof.2023.107150;DevOps critical success factors — A systematic literature review;Azad & Hyrynsalmi;journalArticle;2023;performance;Monitoring;Supervision;Capacité à surveiller le fonctionnement des systèmes et détecter les incidents en temps réel. Inclut la gestion des logs, des alertes, et le suivi des performances.;Capacité;SLR;Framework de facteurs de succès (CSF);Non;;;;;;
;10.1016/j.infsof.2023.107150;DevOps critical success factors — A systematic literature review;Azad & Hyrynsalmi;journalArticle;2023;sécurité;Security;Sécurité;Capacité à intégrer la sécurité dès les premières étapes du cycle DevOps (DevSecOps). Observé : analyse de vulnérabilité, modèles de menace, automatisation des contrôles.;Capacité;SLR;Framework de facteurs de succès (CSF);Non;;;;;;
;10.1016/j.infsof.2023.107150;DevOps critical success factors — A systematic literature review;Azad & Hyrynsalmi;journalArticle;2023;organisationnel;Change management;Gestion du changement;Capacité à gérer l’adoption culturelle et organisationnelle du DevOps. Inclut la gestion de la résistance au changement, l’accompagnement managérial, et la montée en compétence progressive.;Capacité;SLR;Framework de facteurs de succès (CSF);Non;;;;;;
A13;10.1016/j.infsof.2023.107150;DevOps critical success factors — A systematic literature review;Azad & Hyrynsalmi;journalArticle;2023;outillage;Toolchain;Chaîne d’outils;Capacité à sélectionner, intégrer et faire évoluer les outils DevOps. Inclut la standardisation de la toolchain, la compatibilité entre outils et la gestion du cycle de vie des outils.;Capacité;SLR;Framework de facteurs de succès (CSF);Non;;;;;;
A14;10.1109/ACCESS.2022.3140142;Understanding DevOps critical success factors and organizational practices;Azad;conferencePaper;2022;organisationnel;Shared responsibility;Responsabilités partagées Dev / QA / Ops;Capacité à attribuer et assumer collectivement la responsabilité des environnements, des builds et des livraisons.;Capacité;Étude qualitative empirique (questionnaire ouvert);Retour terrain, pratiques observées;Oui;;;;;;
;10.1109/ACCESS.2022.3140142;Understanding DevOps critical success factors and organizational practices;Azad;conferencePaper;2022;technique;Fusion team infrastructure;Équipes mixtes DevOps;Capacité à regrouper les équipes QA, Dev et Ops pour gérer ensemble les environnements, les configurations et les livrables.;Capacité;Étude qualitative empirique (questionnaire ouvert);Retour terrain, pratiques observées;Oui;;;;;;
;10.1109/ACCESS.2022.3140142;Understanding DevOps critical success factors and organizational practices;Azad;conferencePaper;2022;organisationnel;Incident management autonomy;Gestion autonome des incidents;Présence d’une équipe dédiée ou de processus établis pour le support post-release et la résolution rapide d’incidents.;Capacité;Étude qualitative empirique (questionnaire ouvert);Retour terrain, pratiques observées;Oui;;;;;;
;10.1109/ACCESS.2022.3140142;Understanding DevOps critical success factors and organizational practices;Azad;conferencePaper;2022;organisationnel;Lead-supported decision making;Appui hiérarchique dans la priorisation;Capacité à s’appuyer sur un Product Owner ou un responsable pour prendre des décisions sur la priorisation des tâches.;Capacité;Étude qualitative empirique (questionnaire ouvert);Retour terrain, pratiques observées;Oui;;;;;;
A14;10.1109/ACCESS.2022.3140142;Understanding DevOps critical success factors and organizational practices;Azad;conferencePaper;2022;organisationnel;Business-IT strategic alignment;Alignement stratégique IT / produit;Capacité à coordonner les objectifs métier et les besoins techniques dans la planification des projets DevOps.;Capacité;Étude qualitative empirique (questionnaire ouvert);Retour terrain, pratiques observées;Oui;;;;;;
A15;10.1016/j.infsof.2024.107352;Multivocal Literature Review on DevOps Critical Success Factors;Azad & Hyrynsalmi;journalArticle;2024;culturel;Culture of experimentation;Culture de l’expérimentation;Culture organisationnelle favorisant l’innovation, l’itération, l’apprentissage par l’échec et la prise d’initiative.;Capacité;MLR;Synthèse de facteurs critiques;Non;;;;;;
;10.1016/j.infsof.2024.107352;Multivocal Literature Review on DevOps Critical Success Factors;Azad & Hyrynsalmi;journalArticle;2024;organisationnel;Standardization;Standardisation des outils et processus;Capacité à établir des standards partagés pour les outils, les workflows et les pratiques afin de favoriser la cohérence et l’efficacité.;Capacité;MLR;Synthèse de facteurs critiques;Non;;;;;;
;10.1016/j.infsof.2024.107352;Multivocal Literature Review on DevOps Critical Success Factors;Azad & Hyrynsalmi;journalArticle;2024;culturel;Cross-functional collaboration;Collaboration inter-fonctionnelle;Suppression des silos organisationnels pour favoriser une collaboration étroite entre développeurs, QA, Ops et sécurité.;Capacité;MLR;Synthèse de facteurs critiques;Non;;;;;;
;10.1016/j.infsof.2024.107352;Multivocal Literature Review on DevOps Critical Success Factors;Azad & Hyrynsalmi;journalArticle;2024;culturel;Mutual trust and team commitment;Confiance et engagement des équipes;Climat d’équipe basé sur la confiance mutuelle, l’adhésion aux objectifs communs et l’engagement actif dans les livrables.;Capacité;MLR;Synthèse de facteurs critiques;Non;;;;;;
A15;10.1016/j.infsof.2024.107352;Multivocal Literature Review on DevOps Critical Success Factors;Azad & Hyrynsalmi;journalArticle;2024;sécurité;Early security involvement (DevSecOps);Intégration précoce de la sécurité (DevSecOps);Incorporation des considérations de sécurité dès les premières phases du développement pour réduire les risques et renforcer la qualité logicielle.;Capacité;MLR;Synthèse de facteurs critiques;Non;;;;;;
A16;10.1109/ICSA-NP-Workshops58879.2023.00017;A Framework for Automating the Measurement of DevOps Research and Assessment (DORA) Metrics;Wilkes et al.;conferencePaper;2023;performance;Deployment Frequency;Fréquence de déploiement;Nombre de déploiements effectués sur une période donnée. Mesure la capacité à livrer fréquemment et de façon continue.;Métrique;Proposition de framework + benchmark automatisé;Métriques DORA, modèle automatisé;Non;Objectif : Déployer plusieurs fois par jour (niveau “Elite”) ou au moins une fois par semaine (“High”). Benchmarks : Top 25% = 116 déploiements/an (~2 par semaine), Moyenne = 26/an (~2 par mois), Faible = 6/an.;;;;;
;10.1109/ICSA-NP-Workshops58879.2023.00017;A Framework for Automating the Measurement of DevOps Research and Assessment (DORA) Metrics;Wilkes et al.;conferencePaper;2023;performance;Lead Time for Changes;Délai de mise en production des changements;Temps moyen écoulé entre le commit de code et sa mise en production. Indicateur de fluidité du pipeline.;Métrique;Proposition de framework + benchmark automatisé;Métriques DORA, modèle automatisé;Non;Objectif : Un délai inférieur à 1h (Elite), ou au moins dans la semaine (High). Benchmarks : Top 25% = 5,1 jours, Moyenne = 26,8 jours, Faible = 140,6 jours (~4 mois).;;;;;
;10.1109/ICSA-NP-Workshops58879.2023.00017;A Framework for Automating the Measurement of DevOps Research and Assessment (DORA) Metrics;Wilkes et al.;conferencePaper;2023;qualité;Mean Time to Recover (MTTR);Temps moyen de rétablissement;Temps moyen nécessaire pour restaurer un service après un incident. Mesure la résilience opérationnelle.;Métrique;Proposition de framework + benchmark automatisé;Métriques DORA, modèle automatisé;Non;Objectif : Rétablir le service en moins d’une heure (Elite) ou moins d’un jour (High). Benchmarks : Top 25% = 26,5 heures, Moyenne = 97,9 heures (~4 jours), Faible = 370 heures (~15 jours).;;;;;
A16;10.1109/ICSA-NP-Workshops58879.2023.00017;A Framework for Automating the Measurement of DevOps Research and Assessment (DORA) Metrics;Wilkes et al.;conferencePaper;2023;qualité;Change Failure Rate (CFR);Taux d’échec des changements;Pourcentage des modifications ou déploiements entraînant des incidents, des régressions ou des correctifs nécessaires.;Métrique;Proposition de framework + benchmark automatisé;Métriques DORA, modèle automatisé;Non;Objectif : Maintenir un taux d’échec inférieur à 15% (Elite). Benchmarks : Top 25% = 19,8%, Moyenne = 59,4%, Faible = 90,6%.;;;;;
A17;10.1145/3387940.3392233;Security as Culture: A Systematic Literature Review of DevSecOps;Sánchez-Gordón et Colomo-Palacios;conferencePaper;2020;culturel;Collaboration;Collaboration interéquipes Dev/Sec/Ops;Travail collaboratif entre les développeurs, les opérations et les équipes de sécurité pour atteindre des objectifs communs.;Capacité;Systematic Literature Review (SLR);Cadre culturel DevSecOps;Non;;;;;;
;10.1145/3387940.3392233;Security as Culture: A Systematic Literature Review of DevSecOps;Sánchez-Gordón et Colomo-Palacios;conferencePaper;2020;culturel;Communication;Communication intégrée entre Dev, Ops et Sec;Échange constant d'informations et d'objectifs entre les acteurs du développement, des opérations et de la sécurité.;Capacité;Systematic Literature Review (SLR);Cadre culturel DevSecOps;Non;;;;;;
;10.1145/3387940.3392233;Security as Culture: A Systematic Literature Review of DevSecOps;Sánchez-Gordón et Colomo-Palacios;conferencePaper;2020;culturel;Responsibility;Responsabilisation partagée sur la sécurité;Chaque membre de l’équipe assume activement sa part dans la sécurité du produit.;Capacité;Systematic Literature Review (SLR);Cadre culturel DevSecOps;Non;;;;;;
;10.1145/3387940.3392233;Security as Culture: A Systematic Literature Review of DevSecOps;Sánchez-Gordón et Colomo-Palacios;conferencePaper;2020;culturel;Trust;Confiance mutuelle dans les équipes DevSecOps;Les membres des différentes équipes ont confiance dans les décisions et actions des autres.;Capacité;Systematic Literature Review (SLR);Cadre culturel DevSecOps;Non;;;;;;
;10.1145/3387940.3392233;Security as Culture: A Systematic Literature Review of DevSecOps;Sánchez-Gordón et Colomo-Palacios;conferencePaper;2020;culturel;Sharing knowledge;Partage des connaissances en sécurité;Transfert et capitalisation des savoirs sécurité au sein des équipes.;Capacité;Systematic Literature Review (SLR);Cadre culturel DevSecOps;Non;;;;;;
;10.1145/3387940.3392233;Security as Culture: A Systematic Literature Review of DevSecOps;Sánchez-Gordón et Colomo-Palacios;conferencePaper;2020;culturel;Leadership;Leadership en transformation DevSecOps;Les managers soutiennent activement la mise en place d’une culture DevSecOps.;Capacité;Systematic Literature Review (SLR);Cadre culturel DevSecOps;Non;;;;;;
;10.1145/3387940.3392233;Security as Culture: A Systematic Literature Review of DevSecOps;Sánchez-Gordón et Colomo-Palacios;conferencePaper;2020;culturel;Commitment and agreement;Engagement collectif et alignement;Les équipes partagent un engagement mutuel et des objectifs communs.;Capacité;Systematic Literature Review (SLR);Cadre culturel DevSecOps;Non;;;;;;
;10.1145/3387940.3392233;Security as Culture: A Systematic Literature Review of DevSecOps;Sánchez-Gordón et Colomo-Palacios;conferencePaper;2020;culturel;Learning from failures;Apprentissage à partir des erreurs;Les erreurs sont analysées pour en tirer des leçons et améliorer les processus.;Capacité;Systematic Literature Review (SLR);Cadre culturel DevSecOps;Non;;;;;;
;10.1145/3387940.3392233;Security as Culture: A Systematic Literature Review of DevSecOps;Sánchez-Gordón et Colomo-Palacios;conferencePaper;2020;culturel;Security champions;Champions sécurité;Personnes référentes en sécurité, intégrées dans les équipes de développement.;Capacité;Systematic Literature Review (SLR);Cadre culturel DevSecOps;Non;;;;;;
;10.1145/3387940.3392233;Security as Culture: A Systematic Literature Review of DevSecOps;Sánchez-Gordón et Colomo-Palacios;conferencePaper;2020;culturel;Continuous feedback;Boucles de feedback continues;La sécurité est évaluée en continu à travers des mécanismes de retour d’information.;Capacité;Systematic Literature Review (SLR);Cadre culturel DevSecOps;Non;;;;;;
;10.1145/3387940.3392233;Security as Culture: A Systematic Literature Review of DevSecOps;Sánchez-Gordón et Colomo-Palacios;conferencePaper;2020;culturel;Continuous improvement mindset;Mentalité d’amélioration continue;Volonté constante d’adapter et de perfectionner les pratiques DevSecOps.;Capacité;Systematic Literature Review (SLR);Cadre culturel DevSecOps;Non;;;;;;
;10.1145/3387940.3392233;Security as Culture: A Systematic Literature Review of DevSecOps;Sánchez-Gordón et Colomo-Palacios;conferencePaper;2020;culturel;Interdisciplinary teams;Équipes interdisciplinaires Dev/Sec/Ops;Les équipes sont composées de profils mixtes, avec des compétences croisées.;Capacité;Systematic Literature Review (SLR);Cadre culturel DevSecOps;Non;;;;;;
A17;10.1145/3387940.3392233;Security as Culture: A Systematic Literature Review of DevSecOps;Sánchez-Gordón et Colomo-Palacios;conferencePaper;2020;culturel;Automation of cultural practices;Automatisation des pratiques culturelles;Mise en place d’outils et de processus favorisant les comportements collaboratifs.;Capacité;Systematic Literature Review (SLR);Cadre culturel DevSecOps;Non;;;;;;
A18;10.1109/QRS51102.2020.00064;Preliminary Findings about DevSecOps from Grey Literature;Mao et al.;conferencePaper;2020;sécurité;Shift security left;Intégration précoce de la sécurité;Insérer les pratiques de sécurité dès les premières étapes du cycle DevOps, pour réduire les risques et améliorer la qualité logicielle.;Capacité;Multivocal Grey Literature Review;Synthèse des pratiques DevSecOps (GL);Non;;;;;;
;10.1109/QRS51102.2020.00064;Preliminary Findings about DevSecOps from Grey Literature;Mao et al.;conferencePaper;2020;sécurité;Continuous security;Sécurité continue;Capacité à maintenir un apprentissage et une amélioration continue des pratiques de sécurité tout au long du cycle de vie logiciel.;Capacité;Multivocal Grey Literature Review;Synthèse des pratiques DevSecOps (GL);Non;;;;;;
